year,month,c_cpi_u_extended
1967,6,56.19195046439629
1967,7,56.346749226006196
1967,8,56.50154798761611
1967,9,56.65634674922602
1967,10,56.81114551083593
1967,11,57.13448256910987
1967,12,57.289240801117856
1968,1,57.27554179566564
1968,2,57.43034055727555
1968,3,57.73993808049536
1968,4,57.89473684210527
1968,5,58.04953560371517
1968,6,58.20433436532508
1968,7,58.51393188854489
1968,8,58.6687306501548
1968,9,58.82352941176471
1968,10,59.133126934984524
1968,11,59.28792569659442
1968,12,59.454933937993275
1969,1,59.609698403311654
1969,2,59.75232198142416
1969,3,60.06191950464397
1969,4,60.37151702786379
1969,5,60.52631578947369
1969,6,60.99071207430341
1969,7,61.14551083591332
1969,8,61.13463308509749
1969,9,61.60990712074303
1969,10,61.76470588235294
1969,11,62.07430340557276
1969,12,62.38390092879257
1970,1,62.70414598587974
1970,2,63.013687469447625
1970,3,63.16802554584799
1970,4,63.46749226006192
1970,5,63.62229102167184
1970,6,63.777089783281745
1970,7,63.92236246725412
1970,8,64.24148606811147
1970,9,64.39628482972137
1970,10,64.70588235294117
1970,11,65.015479876161
1970,12,65.32507739938082
1971,1,65.48921075968076
1971,2,65.63467492260062
1971,3,65.94427244582045
1971,4,66.25386996904025
1971,5,66.56346749226006
1971,6,66.70835303268314
1971,7,66.86317615110184
1971,8,66.86357979724397
1971,9,67.18266253869969
1971,10,67.33746130030961
1971,11,67.50210056999252
1971,12,67.49226006191952
1972,1,67.81165020752829
1972,2,68.12120030884789
1972,3,68.11145510835914
1972,4,68.26625386996905
1972,5,68.42105263157896
1972,6,68.73065015479877
1972,7,68.56661519022883
1972,8,68.72143594279818
1972,9,69.1950464396285
1972,10,69.18589757664918
1972,11,69.65944272445822
1972,12,69.81424148606811
1973,1,70.28844896001394
1973,2,70.75277663512958
1973,3,71.52703794535927
1973,4,71.99136535348084
1973,5,72.29102167182664
1973,6,72.75541795665636
1973,7,72.74563383628374
1973,8,73.98419748340461
1973,9,74.30340557275542
1973,10,74.76780185758514
1973,11,75.23219814241487
1973,12,75.8604398697278
1974,1,76.64332505082449
1974,2,77.56336254394711
1974,3,78.1733746130031
1974,4,78.8015995872033
1974,5,79.41176470588236
1974,6,80.03095975232199
1974,7,80.33240997229917
1974,8,81.26130030959753
1974,9,82.3529411764706
1974,10,82.80976413636833
1974,11,83.59133126934985
1974,12,84.05572755417957
1975,1,84.68918429074833
1975,2,84.99130178387145
1975,3,85.30087357024102
1975,4,85.76553693808634
1975,5,85.75182150422495
1975,6,86.5255764521048
1975,7,87.13856488410086
1975,8,87.76377081801027
1975,9,88.23529411764707
1975,10,88.69969040247679
1975,11,89.16408668730651
1975,12,89.78997573424819
1976,1,90.10624317883155
1976,2,90.25433602982791
1976,3,90.56419856333459
1976,4,90.71207430340559
1976,5,91.1696210855092
1976,6,91.63405354728995
1976,7,92.09848562892759
1976,8,92.56291733638257
1976,9,93.03405572755419
1976,10,93.49845201238391
1976,11,93.96978755204441
1976,12,94.44107539923185
1977,1,95.0607287449393
1977,2,95.98937624742656
1977,3,96.29159403699562
1977,4,96.90402476780187
1977,5,97.2069477175526
1977,6,97.66475739693257
1977,7,97.97492767598844
1977,8,98.60023472753396
1977,9,98.7553070259477
1977,10,99.22600619195046
1977,11,99.85145320776047
1977,12,100.3220611916264
1978,1,100.8216
1978,2,101.26073131955485
1978,3,101.8
1978,4,102.7
1978,5,103.6
1978,6,104.17944785276073
1978,7,104.68036529680366
1978,8,105.34015151515152
1978,9,106.1
1978,10,106.7
1978,11,107.45919881305636
1978,12,108.11846381093058
1979,1,109.01830161054174
1979,2,109.85875542691751
1979,3,110.8585959885387
1979,4,111.8
1979,5,112.84195804195805
1979,6,113.94218533886584
1979,7,114.94254445964432
1979,8,115.84281842818429
1979,9,116.78605898123325
1979,10,117.9
1979,11,118.65612648221342
1979,12,119.81160365058669
1980,1,121.11053984575837
1980,2,122.55513307984789
1980,3,123.8
1980,4,124.54604938271605
1980,5,125.54633251833742
1980,6,126.39359129383314
1980,7,127.34582829504231
1980,8,128.44561824729894
1980,9,129.74535714285716
1980,10,130.54587264150942
1980,11,131.65380116959062
1980,12,132.55341830822715
1981,1,133.9071264367816
1981,2,135.35381114903296
1981,3,136.45401129943502
1981,4,137.1
1981,5,137.74643652561247
1981,6,138.54690949227373
1981,7,139.54748908296943
1981,8,140.54756229685808
1981,9,141.64785407725321
1981,10,142.4
1981,11,143.05250800426893
1981,12,143.55255319148938
1982,1,144.3529162248144
1982,2,144.8529598308668
1982,3,145.20666666666668
1982,4,145.15279241306638
1982,5,146.25250521920668
1982,6,147.5
1982,7,148.5
1982,8,148.8
1982,9,149.19458631256384
1982,10,150.04704684317716
1982,11,150.5
1982,12,150.75430327868852
1983,1,151.1543967280164
1983,2,151.2543411644535
1983,3,151.50888661899896
1983,4,152.70912778904668
1983,5,153.2
1983,6,153.54552763819095
1983,7,154.14554554554553
1983,8,154.64550898203592
1983,9,155.13644488579942
1983,10,155.6910891089109
1983,11,155.94575098814227
1983,12,156.45429417571572
1984,1,157.5085377821393
1984,2,158.30859374999997
1984,3,158.76286549707604
1984,4,159.30843840931135
1984,5,159.65425531914894
1984,6,159.9
1984,7,160.4
1984,8,160.94583732057416
1984,9,161.3377142857143
1984,10,161.89192782526115
1984,11,162.2
1984,12,162.60826210826212
1985,1,162.80805687203792
1985,2,163.6618867924528
1985,3,164.51616541353383
1985,4,164.75397567820391
1985,5,165.04603914259087
1985,6,165.4460966542751
1985,7,165.7461038961039
1985,8,166.04611111111112
1985,9,166.4919667590028
1985,10,166.89236430542775
1985,11,167.7
1985,12,168.40759377859104
1986,1,169.061496350365
1986,2,168.71518755718205
1986,3,167.76130514705883
1986,4,167.05368324125232
1986,5,167.55371900826447
1986,6,168.04639269406394
1986,7,168.2
1986,8,168.34639927073837
1986,9,169.09255898366607
1986,10,169.34632819582956
1986,11,169.5
1986,12,170.0604524886878
1987,1,170.9068345323741
1987,2,171.60698924731184
1987,3,172.15343443354152
1987,4,172.9
1987,5,173.24668435013265
1987,6,174
1987,7,174.3
1987,8,175.14676573426573
1987,9,175.64060869565216
1987,10,176.040763226366
1987,11,176.6
1987,12,176.8058925476603
1988,1,177.45894554883319
1988,2,177.60568965517243
1988,3,178
1988,4,179.05277540563623
1988,5,179.5
1988,6,180.1
1988,7,180.8
1988,8,181.6
1988,9,182.24248747913188
1988,10,182.74276206322793
1988,11,183.3
1988,12,183.70439834024896
1989,1,184.45218827415363
1989,2,184.9
1989,3,185.74799672935407
1989,4,187.2
1989,5,187.94806138933765
1989,6,188.5
1989,7,189.15192926045015
1989,8,189.0481540930979
1989,9,189.49632
1989,10,190.29649681528662
1989,11,190.9
1989,12,191.40309278350514
1990,1,193.1514913657771
1990,2,193.9
1990,3,194.74856254856257
1990,4,195.2
1990,5,195.3486842105263
1990,6,196.5
1990,7,197.4513036809816
1990,8,199
1990,9,200.29766390354183
1990,10,201.5489138576779
1990,11,201.8490284005979
1990,12,202.60388639760836
1991,1,203.05074294205053
1991,2,203.1
1991,3,202.99881481481484
1991,4,203.34948224852073
1991,5,204.1
1991,6,204.5
1991,7,204.7
1991,8,205.2
1991,9,205.79956268221576
1991,10,205.8998544395924
1991,11,206.7
1991,12,207.24989122552572
1992,1,207.5000724112962
1992,2,207.7
1992,3,208.3005025125628
1992,4,208.85017921146954
1992,5,209.3
1992,6,209.55042796005705
1992,7,210.1
1992,8,210.45053229240597
1992,9,210.9010615711252
1992,10,211.650634696756
1992,11,212.24936619718306
1992,12,212.49732205778722
1993,1,212.89817671809257
1993,2,213.3
1993,3,213.55292479108638
1993,4,214.20208333333335
1993,5,215
1993,6,215.05096952908588
1993,7,215.4490997229917
1993,8,215.7
1993,9,215.8511371467953
1993,10,216.5512697323267
1993,11,217.19753086419752
1993,12,217.44314128943756
1994,1,217.24849521203834
1994,2,217.6
1994,3,218.2516304347826
1994,4,218.30339213025778
1994,5,218.9
1994,6,219.35168918918922
1994,7,220
1994,8,220.7
1994,9,220.9520080321285
1994,10,221.0520401337793
1994,11,221.64796259185042
1994,12,221.99158316633265
1995,1,222.4956753160346
1995,2,222.9
1995,3,223.3046235138705
1995,4,224.1523370638578
1995,5,224.5523653088042
1995,6,225.05232786885244
1995,7,225.447737704918
1995,8,225.7
1995,9,225.95241514360313
1995,10,226.4050097592713
1995,11,226.64746093750003
1995,12,226.98996742671008
1996,1,227.94203367875642
1996,2,228.44738540994192
1996,3,229.10533076429033
1996,4,229.90543825975683
1996,5,230.50523627075353
1996,6,230.9
1996,7,231.3
1996,8,231.3528289891926
1996,9,232.15278833967045
1996,10,232.8528111181301
1996,11,233.54716267339217
1996,12,234.13581336696092
1997,1,234.5414204902577
1997,2,234.8470551378446
1997,3,234.906
1997,4,235.05898876404495
1997,5,235.1059337913804
1997,6,235.6529008109794
1997,7,235.7530218068536
1997,8,236.3
1997,9,237.1
1997,10,237.35303217821783
1997,11,237.69399380804953
1997,12,237.73465592064477
1998,1,237.98762376237624
1998,2,237.9468807906115
1998,3,237.806411837238
1998,4,238.15950769230767
1998,5,238.70638820638817
1998,6,238.80662576687118
1998,7,239.4
1998,8,239.7
1998,9,239.85330073349635
1998,10,240.35335365853658
1998,11,240.6466463414634
1998,12,241.03306894447834
1999,1,241.4864881314668
1999,2,241.49325227963524
1999,3,241.6067878787879
1999,4,243.16028880866426
1999,5,243.30685920577616
1999,6,243.40673886883272
1999,7,244.4
1999,8,245.1
1999,9,246.05336509827276
1999,10,246.55332936979784
1999,11,246.94664289958408
1999,12,247.53321449792043
2000,1,248.27363578199052
2000,2,249.3145111896349
2000,3,250.45586915887853
2000,4,250.16328032691186
2000,5,250.55654064139947
2000,6,251.69047656612526
2000,7,252.33029097222217
2000,8,252.33029097222217
2000,9,253.56433759355215
2000,10,253.81124758620695
2000,11,253.85612682366457
2000,12,254.08996137931032
2001,1,255.67239657338664
2001,2,256.22276222980656
2001,3,256.27966923950066
2001,4,256.4387328434144
2001,5,257.57170196961175
2001,6,258.2104791011236
2001,7,257.76070084507046
2001,8,258.00736180281694
2001,9,258.60279820527205
2001,10,258.2541866066404
2001,11,257.80444193912064
2001,12,257.4410327108094
2002,1,258.0368555618295
2002,2,258.19610798650166
2002,3,258.95158724832214
2002,4,259.8960480533927
2002,5,260.18594883203565
2002,6,260.18619055030575
2002,7,260.72275402554135
2002,8,261.318450470393
2002,9,262.05851226519343
2002,10,262.45035984555983
2002,11,262.6378080529509
2002,12,262.9095323383085
2003,1,264.14391414419373
2003,2,265.53954691425446
2003,3,265.86349120521174
2003,4,264.935905984766
2003,5,264.4425013623978
2003,6,264.6894397387044
2003,7,265.5145259380098
2003,8,266.8929425785483
2003,9,267.63341144708426
2003,10,267.3865885405406
2003,11,267.2663414634147
2003,12,267.7826869234943
2004,1,269.36847408207353
2004,2,269.98183651987114
2004,3,270.3061854855923
2004,4,270.6135744680851
2004,5,271.66167403490215
2004,6,272.3011921982077
2004,7,272.7748530095037
2004,8,272.77508137203165
2004,9,273.80374091627175
2004,10,275.2845209009953
2004,11,276.4382249214659
2004,12,276.4606133473463
2005,1,275.98477944415316
2005,2,277.03312867570384
2005,3,277.60927097775476
2005,4,278.5768316546763
2005,5,278.47368230452673
2005,6,278.2284890488432
2005,7,279.89355598771755
2005,8,281.6615052953157
2005,9,285.3008
2005,10,285.40425281124504
2005,11,284.29074352226723
2005,12,284.2042455284553
2006,1,285.7473549167928
2006,2,285.8105469552089
2006,3,286.1447127127127
2006,4,287.36375404466503
2006,5,288.27154074074076
2006,6,288.90877516017747
2006,7,290.6114266339067
2006,8,291.8212100049044
2006,9,290.58711246919665
2006,10,289.14601248761153
2006,11,289.2251037220844
2006,12,290.6161724479682
2007,1,291.0310528924592
2007,2,291.95974900385755
2007,3,293.38581887584246
2007,4,294.2182803961178
2007,5,295.176028888237
2007,6,295.648467649785
2007,7,296.0977526771996
2007,8,296.5138257137608
2007,9,297.8159829701569
2007,10,298.7068720287552
2007,11,300.7523110524558
2007,12,301.3642523505494
2008,1,302.32659589512986
2008,2,303.12968700429394
2008,3,304.24713261713686
2008,4,305.06206119128774
2008,5,306.8913724741682
2008,6,309.79960551145035
2008,7,311.8836509337164
2008,8,311.8692646288672
2008,9,312.46205950295956
2008,10,310.33752743878506
2008,11,304.7133058847876
2008,12,301.6723067386266
2009,1,302.4578999975372
2009,2,303.30193895236886
2009,3,302.7728867183805
2009,4,302.9385577942037
2009,5,303.42988113680235
2009,6,305.94276408691985
2009,7,305.8648474166547
2009,8,307.0078373249812
2009,9,307.62049870716635
2009,10,308.4571835102347
2009,11,309.2637576640133
2009,12,309.36445849447784
2010,1,309.60819114671386
2010,2,309.19933706025165
2010,3,309.19538725718303
2010,4,309.16836862001117
2010,5,308.91087656023984
2010,6,308.69713970487004
2010,7,309.2458675894336
2010,8,309.81278160057167
2010,9,310.31528591963894
2010,10,311.3520488234245
2010,11,311.8883528580505
2010,12,313.1574957278207
2011,1,314.257734475727
2011,2,315.16845856170335
2011,3,316.7499135795442
2011,4,318.40886998164564
2011,5,319.1933326494132
2011,6,319.15947304191883
2011,7,320.04973011650037
2011,8,321.08286403322967
2011,9,321.9922506884864
2011,10,322.2280967180606
2011,11,322.657428130805
2011,12,322.65741716835055
2012,1,323.59261834217017
2012,2,324.137462307516
2012,3,324.7113375478657
2012,4,325.2027034815134
2012,5,324.5921010174967
2012,6,324.3135235002571
2012,7,324.3827116406523
2012,8,326.18322219612037
2012,9,327.65839373813236
2012,10,328.4325922994332
2012,11,327.74631554313464
2012,12,327.5029386089782
2013,1,328.09532864670837
2013,2,329.83920938149436
2013,3,328.92585725409737
2013,4,328.2436236085339
2013,5,328.29961216778213
2013,6,328.9664563090996
2013,7,329.52733020599675
2013,8,330.3581167621613
2013,9,330.4852120186719
2013,10,330.57998054598244
2013,11,331.17344925665793
2013,12,331.8613693276006
2014,1,332.6939448320251
2014,2,333.1330061709934
2014,3,333.73080435730213
2014,4,334.22912099068634
2014,5,334.79340482044563
2014,6,335.14567733377527
2014,7,335.55298035294015
2014,8,335.4077434394498
2014,9,335.38633946333044
2014,10,335.37475043839737
2014,11,334.6188559976794
2014,12,333.25412202422365
2015,1,330.91195575336644
2015,2,331.7166996658515
2015,3,332.90175559015574
2015,4,333.1961295225762
2015,5,334.45662842764455
2015,6,335.22922958253093
2015,7,335.6892682601256
2015,8,335.55755200867753
2015,9,334.61592829674083
2015,10,334.84608787216513
2015,11,335.1087170117808
2015,12,334.3951363307219
2016,1,334.13087974377413
2016,2,333.3800559794527
2016,3,334.7234317235819
2016,4,336.08908733555404
2016,5,336.9117625724621
2016,6,337.8086088581932
2016,7,337.3927294449358
2016,8,337.7533164412558
2016,9,338.5717371336548
2016,10,339.455698548242
2016,11,339.6849635948341
2016,12,340.3517052653998
2017,1,341.7632119834129
2017,2,342.14368808111556
2017,3,341.84929743198757
2017,4,342.1193422913089
2017,5,341.8382010680374
2017,6,341.9157679527913
2017,7,341.68770135391736
2017,8,342.89799488606576
2017,9,344.6818138281089
2017,10,344.930227934372
2017,11,345.6886943419724
2017,12,346.1891135793675
2018,1,347.49503426784537
2018,2,348.25760499560226
2018,3,348.3705604122234
2018,4,349.1766707599882
2018,5,349.706379206385
2018,6,349.9635858865903
2018,7,350.1344903065165
2018,8,350.5655389576992
2018,9,351.304835398112
2018,10,352.02622907329413
2018,11,351.81779151594594
2018,12,351.84844043674207
2019,1,351.85912120210406
2019,2,352.62526223777576
2019,3,353.65699600000005
2019,4,354.74094110166396
2019,5,354.7292530682723
2019,6,354.6241447321067
2019,7,355.170674110558
2019,8,355.65649143451395
2019,9,356.1040154672047
2019,10,356.80289583194616
2019,11,357.4955107091225
2019,12,358.28629280895336
2020,1,358.8753429645502
2020,2,359.1259222831165
2020,3,357.6577544397498
2020,4,355.33036535090037
2020,5,354.70723548925486
2020,6,356.35779709793366
2020,7,358.5610451819484
2020,8,360.2901989164275
2020,9,361.00868263994164
2020,10,361.1292578841422
2020,11,361.73523624626
2020,12,363.5003956288919
2021,1,364.5870011124619
2021,2,365.74714027192465
2021,3,367.15640798933845
2021,4,369.4286334175111
2021,5,371.6824756307658
2021,6,374.29113498005125
2021,7,376.0769943405457
2021,8,377.38290755522416
2021,9,379.02545996258254
2021,10,382.1611161313862
2021,11,384.92154628356394
2021,12,387.7032558640755
2022,1,389.91732822248775
2022,2,392.70028276572344
2022,3,396.8965993800434
2022,4,398.6025249683546
2022,5,402.3816559506801
2022,6,406.4019969333303
2022,7,406.16975186137256
2022,8,407.0072119033937
2022,9,408.9345024491928
2022,10,410.91467378855884
2022,11,411.9136175982211
2022,12,412.7549188068612
2023,1,414.76927451335354
2023,2,416.3513104423349
2023,3,416.51286634617475
2023,4,417.9933012698846
2023,5,418.4600552790117
2023,6,419.1951479925798
2023,7,419.7414340361216
2023,8,422.4030533892895
2023,9,423.977522841609
